order_id,clinic_id,product_id,product_name,category,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean
D7X4C7,Cl_67,P134,Arum 5x-450 Milling Machine,dental milling machine,5/22/2023,7,Raipur,9,1,5/22/2023
O0D0H9,Cl_70,P173,BeSmile ColoringLiquids,lab consumables,10/21/2022,2,Dehradun,3,253,10/21/2022
L9Y2U9,Cl_98,P8,Saevo S300,dental_chair,7/23/2024,8,Noida,4,4,7/23/2024
F8N2T4,Cl_27,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,10/15/2022,10,Rohini,5,1,10/15/2022
G8X2Z3,Cl_65,P47,NSK S-Max SG20M Handpiece,dental handpeice,1/21/2022,4,Erode,7,47,1/21/2022
A3G0Q5,Cl_97,P141,NSK NLX Nano Portable Micromotor System,dental micromotor,6/1/2022,9,Seawood,6,23,6/1/2022
F5L2O5,Cl_79,P165,Unicorn Zirconia Blanks (ST White),lab consumables,8/5/2025,6,Rewari,10,224,8/5/2025
V8Q5R7,Cl_59,P5,Flare Dental Chair,dental_chair,7/14/2021,9,Yavatmal,9,5,7/14/2021
W6O8H9,Cl_5,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,2/7/2021,6,Thane,6,4,2/7/2021
B5X3T7,Cl_99,P16,Melag Vacuclave 123 Class B Autoclave,dental autoclaves,11/7/2024,4,Malappuram,7,8,11/7/2024
P8P2K5,Cl_80,P215,Extraction Forceps Paedo Set of 7 Pcs,dental instruments,7/16/2020,5,Kolhapur,6,9,7/16/2020
N3Y5Y0,Cl_11,P175,Fastform DeskFab X1 Metal 3D Printer,dental 3d printer,7/8/2025,7,Goregaon,8,4,7/8/2025
P5C1Q0,Cl_61,P59,Tornado Super Torque Handpiece,dental handpeice,6/29/2025,4,Jaipur-Rajasthan,7,71,6/29/2025
H5F5C7,Cl_76,P53,NSK S-Max Pico Optic Handpiece,dental handpeice,5/2/2023,3,Durgapur,10,48,5/2/2023
P7U5C2,Cl_91,P203,Composite Filling Instruments T.C. Blue Set Of 6Pcs,dental instruments,1/28/2023,7,Nagercoil,7,6,1/28/2023
D7M3I9,Cl_22,P172,BeSmileStain/Glaze,lab consumables,6/21/2020,7,Kannur,9,403,6/21/2020
O7U5M3,Cl_67,P103,Trios 4 IntraoralScanner,intraoral scanner,9/21/2021,8,Raipur,8,3,9/21/2021
J6Z0T1,Cl_49,P43,NSK FX Plus With ARV Handpiece,dental handpeice,3/19/2025,4,Jalgaon,10,36,3/19/2025
U7T5A7,Cl_56,P22,"Dynamic Compressor
Suction DAS001",dental compressors,11/5/2024,8,Salem,8,8,11/5/2024
O0K3J0,Cl_11,P166,Unicorn Zirconia Blanks (ST Pre-Shaded),lab consumables,6/16/2024,4,Goregaon,10,119,6/16/2024
U0X1H8,Cl_85,P20,Dynamic Compressor Suction System,dental suction,1/1/2022,2,Kottayam,8,12,1/1/2022
W4P4L1,Cl_6,P154,BR Touch,endomotors,8/16/2024,7,Indore,10,29,8/16/2024
K4T4N9,Cl_88,P7,Saevo S4000,dental_chair,1/12/2022,8,Ambala,6,3,1/12/2022
K7V9W3,Cl_21,P143,Micro NX Clinical Dental Electric Micromotor,dental micromotor,12/12/2024,7,Thane,5,25,12/12/2024
E8V2U6,Cl_67,P173,BeSmile ColoringLiquids,lab consumables,12/26/2024,8,Raipur,6,161,12/26/2024
O7C3A6,Cl_5,P26,Carestream RVGCS 5200,imaging,1/30/2025,9,Thane,4,2,1/30/2025
L5L0M1,Cl_24,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,5/26/2020,9,Pune,10,22,5/26/2020
C7Q0P1,Cl_81,P15,Melag Vacuclave 550 Autoclave,dental autoclaves,5/20/2025,2,Hyderabad,6,19,5/20/2025
N1S8Y0,Cl_52,P182,GLB 120M Metal 3D Printer,dental 3d printer,11/10/2023,8,Malappuram,6,3,11/10/2023
H5A2R8,Cl_68,P96,Advance Piezosurgery Unit  Surgery X,physiodispensor unit,7/15/2022,5,Washim,6,8,7/15/2022
Q4L6H5,Cl_89,P9,Saevo S200,dental_chair,3/30/2025,8,Kottayam,7,2,3/30/2025
M0N1T2,Cl_86,P182,GLB 120M Metal 3D Printer,dental 3d printer,5/16/2020,10,Calicut,7,1,5/16/2020
P7A4U9,Cl_16,P164,Anycubic Standard 3D Printing Resin,lab consumables,7/12/2024,9,Okhla,4,278,7/12/2024
A1Q4W2,Cl_79,P197,Sony CCD Intraoral Camera,intraoral camera,6/3/2024,2,Rewari,6,4,6/3/2024
K5S3C5,Cl_26,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,10/26/2023,1,Kannur,6,30,10/26/2023
X8G9A1,Cl_23,P39,NSK FX 25 Contra Angle Handpiece,dental handpeice,5/27/2023,6,Ernakulam,9,83,5/27/2023
Z0Y1W6,Cl_84,P148,NSK Endo Mate TC2 Endomotor,endomotors,12/10/2024,2,Vasant Kunj,3,22,12/10/2024
Z4Q3V2,Cl_72,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,3/23/2024,10,Kottayam,7,94,3/23/2024
Y4B0Z5,Cl_53,P136,Arum 5x-500 L Milling Machine,dental milling machine,6/17/2022,10,Malappuram,9,2,6/17/2022
H7U6K3,Cl_1,P196,All-in-One PC Intraoral Camera,intraoral camera,2/18/2023,9,Surat,6,4,2/18/2023
P6D3U2,Cl_43,P187,Woodpecker PT-3LED Scaler,ultrasonic scalers,4/26/2024,6,Alappuzha,4,10,4/26/2024
G4K5N4,Cl_10,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,6/5/2022,2,Kannur,8,80,6/5/2022
D4D6W0,Cl_16,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,6/16/2025,2,Okhla,3,40,6/16/2025
G5Y8Y8,Cl_73,P219,CLINIC SET UP KIT 1 (Package-I),dental instruments,7/29/2025,3,Kannur,7,9,7/29/2025
C7G7C1,Cl_44,P182,GLB 120M Metal 3D Printer,dental 3d printer,5/5/2025,6,Bhuj,8,0,5/5/2025
L5U9Y2,Cl_62,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,6/23/2020,2,Mumbai,7,68,6/23/2020
E0T8H4,Cl_71,P13,Runyes Feng 23L Touch Screen,dental autoclaves,12/11/2025,8,Gurugram,2,16,12/11/2025
O4S4T6,Cl_61,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,5/12/2022,1,Jaipur-Rajasthan,8,71,5/12/2022
E0S6T3,Cl_91,P152,BR Rap Endomotor,endomotors,10/21/2023,7,Nagercoil,6,23,10/21/2023
T0M2J3,Cl_23,P146,ClinicalMicroMotor,dental micromotor,9/12/2020,1,Ernakulam,8,21,9/12/2020
J6X7H5,Cl_2,P88,iCHECK Implant Stability Meter,implant uni-verse,2/12/2020,8,Surat,5,3,2/12/2020
D3I4P8,Cl_67,P220,Dental Recording System,digital magnification,2/16/2025,8,Raipur,8,4,2/16/2025
U5J1R0,Cl_5,P122,3Shape E4 Dental lab Scanner,dental lab scanner,8/14/2023,5,Thane,4,1,8/14/2023
P6Z4U2,Cl_40,P191,Inbuilt ScalerV3,ultrasonic scalers,9/8/2021,4,Tirupattur,10,16,9/8/2021
T0D4R2,Cl_35,P173,BeSmile ColoringLiquids,lab consumables,9/1/2022,10,Mumbai,6,104,9/1/2022
W3D1A3,Cl_98,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,12/4/2021,3,Noida,3,2,12/4/2021
C6D9L0,Cl_57,P165,Unicorn Zirconia Blanks (ST White),lab consumables,3/16/2023,1,Salem,8,356,3/16/2023
I8M2Y6,Cl_50,P221,Yahope 3D-Optix,digital magnification,1/22/2022,2,Raipur,7,4,1/22/2022
Q2K3E1,Cl_6,P122,3Shape E4 Dental lab Scanner,dental lab scanner,12/8/2023,6,Indore,5,2,12/8/2023
V2W3D6,Cl_2,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,2/17/2023,4,Surat,9,33,2/17/2023
I1T9R3,Cl_13,P44,NSK Ti-Max X SG20L Handpiece,dental handpeice,1/3/2022,3,Kurla,5,31,1/3/2022
V2P0R0,Cl_96,P168,BeSmile Aconia HT+ White Zirconia,lab consumables,4/25/2025,8,Guwahati,4,82,4/25/2025
C6D3T6,Cl_98,P178,Phrozen Sonic Mighty 12K,dental 3d printer,12/28/2022,6,Noida,3,2,12/28/2022
C6Q6O7,Cl_48,P144,Micro NX Micromotor (Table Top),dental micromotor,8/18/2021,1,Nashik,6,21,8/18/2021
N8W7A8,Cl_16,P62,Tornado Straight Handpiece,dental handpeice,11/17/2024,8,Okhla,5,26,11/17/2024
Q0O9V5,Cl_48,P139,Ultra Cure 1 Sec Curing Unit,light cure unit,9/5/2025,7,Nashik,6,21,9/5/2025
R2G0K5,Cl_61,P132,Arum 5x-200 Milling Machine,dental milling machine,8/10/2024,2,Jaipur-Rajasthan,6,0,8/10/2024
Q1O0V9,Cl_44,P125,Neomill Dental Milling Machine,dental milling machine,6/3/2025,6,Bhuj,7,1,6/3/2025
V7R5V9,Cl_44,P141,NSK NLX Nano Portable Micromotor System,dental micromotor,10/13/2023,5,Bhuj,4,29,10/13/2023
Y5D6M9,Cl_52,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,1/24/2021,4,Malappuram,6,8,1/24/2021
O0L4K6,Cl_56,P12,Dynamic Portable Dental Chair,dental_chair,1/9/2024,10,Salem,6,4,1/9/2024
Z6X1V7,Cl_71,P90,iT3 Dental Implant Torque Wrench,implant uni-verse,12/23/2023,10,Gurugram,4,2,12/23/2023
B0W5Y0,Cl_48,P212,Diagnostic PMT Set Of 3 Pcs With Straight Probe S/E,dental instruments,2/6/2022,7,Nashik,5,6,2/6/2022
M2I6O9,Cl_96,P45,NSK Ti-Max X DSG20L Handpiece,dental handpeice,5/30/2024,5,Guwahati,8,62,5/30/2024
P5N7F0,Cl_45,P66,Tealth Push Type Contra Angle Low Speed Handpiece,dental handpeice,7/25/2025,6,Malappuram,4,72,7/25/2025
P4F6M6,Cl_69,P49,NSK S-Max M65 Straight Handpiece,dental handpeice,4/7/2021,2,Salem,4,55,4/7/2021
G6H9M6,Cl_66,P138,Woodpecker DTE O-LIGHT Cure Unit,light cure unit,10/18/2021,1,Bhopal,10,36,10/18/2021
W6X9R3,Cl_34,P97,Implant Motor  Implant-X,physiodispensor unit,5/14/2023,10,Yamuna Nagar,8,7,5/14/2023
Z8N3D5,Cl_44,P117,Shining 3D AoralScan 3 Intraoral Scanner,face scanner,5/31/2025,6,Bhuj,9,1,5/31/2025
V6A4H3,Cl_9,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,7/31/2020,1,Bargarh,3,4,7/31/2020
Z8P3E4,Cl_50,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,2/2/2020,7,Raipur,5,10,2/2/2020
G5H8T9,Cl_50,P86,Osseotouch Magnetic Mallet,implant uni-verse,11/20/2022,9,Raipur,8,3,11/20/2022
Z8F3T1,Cl_82,P106,EliteIntraoral Scanner,intraoral scanner,2/5/2021,2,Bhopal,7,3,2/5/2021
O8N7V2,Cl_55,P197,Sony CCD Intraoral Camera,intraoral camera,3/6/2024,6,Belgaum,6,1,3/6/2024
A0L4J4,Cl_31,P3,Elite Star Dental Chair,dental_chair,11/8/2021,2,Bhuveshwar,7,5,11/8/2021
A7U2E9,Cl_48,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,10/27/2020,10,Nashik,4,78,10/27/2020
I6H3I8,Cl_13,P168,BeSmile Aconia HT+ White Zirconia,lab consumables,7/6/2023,4,Kurla,8,57,7/6/2023
G3S8W2,Cl_27,P46,NSK S-Max SG20 Handpiece,dental handpeice,9/2/2022,1,Rohini,3,27,9/2/2022
J4V2J7,Cl_58,P164,Anycubic Standard 3D Printing Resin,lab consumables,3/21/2020,5,Mallapuram,10,324,3/21/2020
F4Y6D1,Cl_96,P45,NSK Ti-Max X DSG20L Handpiece,dental handpeice,1/7/2023,2,Guwahati,10,56,1/7/2023
Q8D2W4,Cl_60,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,12/11/2021,10,Ghatkopar,7,51,12/11/2021
X5D6R6,Cl_92,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,8/4/2020,5,Ghaziabad,3,2,8/4/2020
L6J6J2,Cl_67,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,3/29/2020,10,Raipur,5,1,3/29/2020
P5R7N7,Cl_64,P82,Coxo PTMaster,implant uni-verse,4/8/2025,7,Chandigarh,5,5,4/8/2025
Y4X4U7,Cl_20,P93,Piezo-X Advanced Piezosurgery Unit,physiodispensor unit,8/5/2023,6,Kozhikode,6,6,8/5/2023
V5F4G5,Cl_22,P105,3ShapeTRIOS 3,intraoral scanner,8/17/2024,9,Kannur,7,2,8/17/2024
O5A3G2,Cl_90,P17,Melag Vacuclave 105Autoclave,dental autoclaves,11/3/2022,10,Rourkela,9,6,11/3/2022
Q6K6C0,Cl_79,P2,Ureka Dental Chair,dental_chair,3/23/2020,9,Rewari,4,2,3/23/2020
B9S1V4,Cl_93,P165,Unicorn Zirconia Blanks (ST White),lab consumables,6/5/2023,4,Rajkot,10,220,6/5/2023
V8J7C6,Cl_25,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,5/10/2022,3,Boriwali,5,34,5/10/2022
L1C3W7,Cl_5,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,6/27/2022,5,Thane,10,75,6/27/2022
V6E5E5,Cl_5,P169,BeSmile Aconia ST White Zirconia,lab consumables,4/28/2021,5,Thane,8,75,4/28/2021
M3O1T9,Cl_32,P12,Dynamic Portable Dental Chair,dental_chair,10/16/2024,6,Alappuzha,5,4,10/16/2024
Q5N4E6,Cl_62,P213,Root Elevators Set Of 9 Pcs With Cross Bar Elevators,dental instruments,3/3/2024,6,Mumbai,6,10,3/3/2024
V5O5T5,Cl_29,P113,Shinning 3D E-Motion Workstation,intraoral scanner,10/26/2022,3,Ropar,2,4,10/26/2022
O0P0X8,Cl_69,P185,KDF Zircom Sintering Furnace,dental sintering furnace,3/3/2024,2,Salem,7,7,3/3/2024
O5W2C1,Cl_85,P174,Fastform FF-M140C Metal 3D Printer,dental 3d printer,2/3/2023,3,Kottayam,10,1,2/3/2023
E8I9D3,Cl_28,P54,NSK Dyna LED Handpiece,dental handpeice,3/29/2024,6,Jalandhar,3,50,3/29/2024
E9L7P0,Cl_3,P136,Arum 5x-500 L Milling Machine,dental milling machine,6/4/2021,5,Chennai,8,0,6/4/2021
T9U8M9,Cl_68,P159,Advance Piezosurgery Unit  Surgery X,physiodispensor and piezosurgery units,9/2/2022,9,Washim,8,6,9/2/2022
W6P9C9,Cl_55,P217,Extraction Forceps Set Of 14 Pcs,dental instruments,6/10/2021,5,Belgaum,4,6,6/10/2021
L9C9J7,Cl_38,P116,Shining 3D AoralScan 3 NEO Intraoral Scanner,face scanner,9/8/2021,1,Navasari-Gujarat,4,1,9/8/2021
X8X9P5,Cl_16,P185,KDF Zircom Sintering Furnace,dental sintering furnace,1/25/2021,10,Okhla,3,1,1/25/2021
W5L8S3,Cl_16,P96,Advance Piezosurgery Unit  Surgery X,physiodispensor unit,7/12/2024,5,Okhla,2,4,7/12/2024
E8L3H1,Cl_97,P29,Genoray PAPAYA CUST OPG,imaging,5/4/2020,3,Seawood,4,3,5/4/2020
Q1S9A1,Cl_48,P149,Woodpecker Endoradar Pro,endomotors,9/28/2024,5,Nashik,9,11,9/28/2024
M4Z8E1,Cl_23,P213,Root Elevators Set Of 9 Pcs With Cross Bar Elevators,dental instruments,4/25/2024,8,Ernakulam,8,10,4/25/2024
A9C1P5,Cl_2,P21,"VMax
Suction",dental suction,7/30/2020,1,Surat,5,14,7/30/2020
Q2H8U3,Cl_95,P2,Ureka Dental Chair,dental_chair,11/12/2020,10,Sangli,6,2,11/12/2020
T7B6N4,Cl_90,P45,NSK Ti-Max X DSG20L Handpiece,dental handpeice,9/7/2022,2,Rourkela,7,40,9/7/2022
N8J7P0,Cl_21,P155,CoxoSurgic-X,physiodispensor and piezosurgery units,7/19/2021,1,Thane,4,6,7/19/2021
T8P9I2,Cl_32,P138,Woodpecker DTE O-LIGHT Cure Unit,light cure unit,3/3/2025,10,Alappuzha,6,17,3/3/2025
C9J6A0,Cl_44,P88,iCHECK Implant Stability Meter,implant uni-verse,2/15/2025,5,Bhuj,10,3,2/15/2025
U5U0Z3,Cl_47,P164,Anycubic Standard 3D Printing Resin,lab consumables,11/15/2023,5,Pune,9,249,11/15/2023
D4X4L3,Cl_42,P151,Stream X,endomotors,9/22/2020,9,Sri Ganganagar,9,27,9/22/2020
A3J6Y9,Cl_85,P197,Sony CCD Intraoral Camera,intraoral camera,9/8/2023,9,Kottayam,10,3,9/8/2023
P3K9K7,Cl_9,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,10/20/2020,5,Bargarh,6,7,10/20/2020
R8S8R0,Cl_58,P18,Dental WaterDistiller,dental autoclaves,7/7/2024,2,Mallapuram,10,16,7/7/2024
X5K4M6,Cl_71,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,7/16/2025,6,Gurugram,4,56,7/16/2025
D6X6H8,Cl_36,P116,Shining 3D AoralScan 3 NEO Intraoral Scanner,face scanner,9/10/2024,6,Malappuram,9,3,9/10/2024
A9F0V7,Cl_34,P156,Piezo-X Advanced Piezosurgery Unit,physiodispensor and piezosurgery units,9/18/2024,3,Yamuna Nagar,10,8,9/18/2024
C1G3S5,Cl_20,P35,Runyes Portable Dental X-Ray (Gun-Type),dental x-ray,4/4/2020,10,Kozhikode,6,5,4/4/2020
Y9F2W4,Cl_72,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,12/7/2023,1,Kottayam,5,10,12/7/2023
J3G2H9,Cl_14,P151,Stream X,endomotors,9/16/2023,8,Okhla,4,30,9/16/2023
I0I9A7,Cl_77,P46,NSK S-Max SG20 Handpiece,dental handpeice,12/6/2020,9,Malappuram,9,40,12/6/2020
L4K4T7,Cl_89,P158,NSK Physiodispenser Surgic Pro 2,physiodispensor and piezosurgery units,5/13/2024,9,Kottayam,6,8,5/13/2024
R2G5T8,Cl_20,P160,Implant Motor  Implant-X,physiodispensor and piezosurgery units,6/5/2022,6,Kozhikode,4,4,6/5/2022
V3K6O9,Cl_71,P122,3Shape E4 Dental lab Scanner,dental lab scanner,3/26/2024,3,Gurugram,3,2,3/26/2024
J7G8I9,Cl_94,P183,Elegoo Saturn 3 Ultra 3D Printer,dental 3d printer,9/14/2022,10,Pune,6,5,9/14/2022
L1B4N6,Cl_88,P127,Roland DWX-53D Dental Milling Machine,dental milling machine,6/21/2025,2,Ambala,2,1,6/21/2025
U8S9V2,Cl_99,P105,3ShapeTRIOS 3,intraoral scanner,10/21/2022,2,Malappuram,7,1,10/21/2022
L2G3A0,Cl_86,P163,NSKViva Ace,physiodispensor and piezosurgery units,1/29/2025,2,Calicut,5,4,1/29/2025
S2X4M2,Cl_91,P150,Woodpecker Endomotor,endomotors,2/21/2025,4,Nagercoil,5,27,2/21/2025
I5X1X6,Cl_68,P5,Flare Dental Chair,dental_chair,7/8/2021,3,Washim,9,5,7/8/2021
X0A8B6,Cl_62,P62,Tornado Straight Handpiece,dental handpeice,11/28/2023,5,Mumbai,6,25,11/28/2023
N2G0A5,Cl_89,P16,Melag Vacuclave 123 Class B Autoclave,dental autoclaves,6/18/2020,3,Kottayam,10,6,6/18/2020
S9M2I8,Cl_10,P160,Implant Motor  Implant-X,physiodispensor and piezosurgery units,7/22/2025,9,Kannur,9,5,7/22/2025
B8F6G1,Cl_78,P58,Tornado Super Torque Push Button,dental handpeice,3/28/2022,2,Rajkot,7,75,3/28/2022
I4G4O8,Cl_16,P91,EMS Airflow Prophylaxis Master,implant uni-verse,8/6/2024,1,Okhla,4,2,8/6/2024
R5E7S7,Cl_51,P182,GLB 120M Metal 3D Printer,dental 3d printer,11/17/2020,1,Pathanamthitta,7,5,11/17/2020
X4Z3J9,Cl_85,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,4/22/2025,2,Kottayam,9,76,4/22/2025
I2N7G5,Cl_28,P155,CoxoSurgic-X,physiodispensor and piezosurgery units,1/26/2024,7,Jalandhar,3,4,1/26/2024
L5K9G5,Cl_36,P205,LUXATOMESET OF9 Pcs,dental instruments,12/18/2020,4,Malappuram,10,4,12/18/2020
R5I7X0,Cl_29,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,9/6/2020,1,Ropar,5,2,9/6/2020
M7Z0P2,Cl_58,P105,3ShapeTRIOS 3,intraoral scanner,10/8/2024,7,Mallapuram,9,3,10/8/2024
I2V5W4,Cl_94,P128,Roland DWX-53 DC Milling Machine,dental milling machine,3/31/2023,8,Pune,6,0,3/31/2023
T1Q1D2,Cl_67,P116,Shining 3D AoralScan 3 NEO Intraoral Scanner,face scanner,7/18/2024,10,Raipur,9,4,7/18/2024
N0X6Y4,Cl_82,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,12/8/2023,5,Bhopal,4,6,12/8/2023
O9S8Y1,Cl_64,P129,Roland DWX-52D Plus 5-Axis Milling Machine,dental milling machine,1/23/2023,8,Chandigarh,2,2,1/23/2023
U7M1M7,Cl_14,P30,Genoray PAPAYA 3D PLUS CBCT,imaging,6/17/2022,7,Okhla,3,1,6/17/2022
O4S3T3,Cl_77,P12,Dynamic Portable Dental Chair,dental_chair,1/5/2025,10,Malappuram,8,2,1/5/2025
Y9X4E2,Cl_38,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/4/2021,10,Navasari-Gujarat,7,4,7/4/2021
F3S4Y1,Cl_87,P27,Runyes Portable Dental X-Ray (Gun-Type),imaging,11/17/2022,2,Pune,9,1,11/17/2022
W1M1O7,Cl_73,P10,Anthos A7 plus,dental_chair,12/8/2025,6,Kannur,8,4,12/8/2025
N0V6N5,Cl_46,P102,Trios 5 IntraoralScanner,intraoral scanner,9/6/2023,2,Lakhimpur-Up,9,2,9/6/2023
L5H4T1,Cl_8,P171,BeSmile Aconia SHT-Preshade Zirconia,lab consumables,12/2/2022,5,Rajkot,10,182,12/2/2022
V1E2H9,Cl_63,P172,BeSmileStain/Glaze,lab consumables,12/18/2022,5,Jalna,7,384,12/18/2022
U0Y8Z3,Cl_40,P217,Extraction Forceps Set Of 14 Pcs,dental instruments,5/4/2025,10,Tirupattur,7,5,5/4/2025
K3C4M4,Cl_98,P2,Ureka Dental Chair,dental_chair,12/11/2023,2,Noida,3,5,12/11/2023
G2Z0V8,Cl_70,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,6/13/2025,1,Dehradun,2,1,6/13/2025
K8Q5S2,Cl_26,P162,NSKVarioSurg 4,physiodispensor and piezosurgery units,10/13/2025,7,Kannur,5,8,10/13/2025
K4U4Z9,Cl_76,P10,Anthos A7 plus,dental_chair,1/3/2024,7,Durgapur,10,3,1/3/2024
F7G9E6,Cl_12,P75,Tealth Contra Angle Low SpeedHandpiece,dental handpeice,10/3/2020,8,Varanasi,10,90,10/3/2020
V8N3Z1,Cl_93,P190,Woodpecker D5Scaler,ultrasonic scalers,4/17/2022,8,Rajkot,4,37,4/17/2022
C1O5J6,Cl_46,P87,Yahope3D-Optix,implant uni-verse,9/10/2022,5,Lakhimpur-Up,8,2,9/10/2022
V5Z5T5,Cl_77,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,8/18/2023,7,Malappuram,8,50,8/18/2023
N3N2Z1,Cl_93,P61,Tornado Contra-Angle Handpiece,dental handpeice,9/2/2023,8,Rajkot,5,76,9/2/2023
I1A5T3,Cl_8,P42,NSK Pana Air PAF-S B2 Handpiece,dental handpeice,8/12/2025,6,Rajkot,4,76,8/12/2025
S6Q4U9,Cl_99,P13,Runyes Feng 23L Touch Screen,dental autoclaves,8/12/2023,10,Malappuram,5,8,8/12/2023
T3R7Y4,Cl_63,P22,"Dynamic Compressor
Suction DAS001",dental compressors,2/15/2021,9,Jalna,9,5,2/15/2021
V5H7P9,Cl_58,P117,Shining 3D AoralScan 3 Intraoral Scanner,face scanner,3/14/2022,9,Mallapuram,8,4,3/14/2022
G5S1X1,Cl_25,P63,Hi-Clean Oil Spray Bottle,dental handpeice,5/19/2022,8,Boriwali,5,43,5/19/2022
W8T6K4,Cl_74,P6,Saevo S5000,dental_chair,2/10/2020,5,Palakkad,4,5,2/10/2020
R5X6J1,Cl_24,P46,NSK S-Max SG20 Handpiece,dental handpeice,8/23/2027,6,Pune,8,78,8/23/2027
N7N1K0,Cl_30,P185,KDF Zircom Sintering Furnace,dental sintering furnace,12/2/2022,7,Rajkot,6,4,12/2/2022
Z1E4R6,Cl_6,P142,NSK NLZE Dental Electric Micromotor,dental micromotor,1/18/2023,9,Indore,10,22,1/18/2023
Z5D7S8,Cl_81,P86,Osseotouch Magnetic Mallet,implant uni-verse,7/13/2022,2,Hyderabad,6,7,7/13/2022
W2F6A3,Cl_87,P129,Roland DWX-52D Plus 5-Axis Milling Machine,dental milling machine,7/2/2025,10,Pune,7,1,7/2/2025
K7Q7Y6,Cl_6,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,8/22/2021,5,Indore,5,5,8/22/2021
P3W1Y1,Cl_92,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,5/30/2020,4,Ghaziabad,3,76,5/30/2020
K5A7P9,Cl_87,P173,BeSmile ColoringLiquids,lab consumables,4/25/2020,1,Pune,9,177,4/25/2020
H9L9J9,Cl_82,P2,Ureka Dental Chair,dental_chair,10/4/2020,3,Bhopal,9,3,10/4/2020
D1I7N5,Cl_92,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,5/14/2020,9,Ghaziabad,2,67,5/14/2020
Y7D9U4,Cl_66,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,8/11/2025,9,Bhopal,6,2,8/11/2025
C5J4I0,Cl_94,P12,Dynamic Portable Dental Chair,dental_chair,4/25/2020,9,Pune,5,3,4/25/2020
Z5M2Z7,Cl_74,P219,CLINIC SET UP KIT 1 (Package-I),dental instruments,12/22/2025,7,Palakkad,9,6,12/22/2025
K4L8K0,Cl_76,P102,Trios 5 IntraoralScanner,intraoral scanner,3/22/2024,9,Durgapur,9,4,3/22/2024
D8W2I7,Cl_63,P137,Woodpecker DTE O-Light Plus Unit,light cure unit,12/5/2025,2,Jalna,5,31,12/5/2025
J2K7J8,Cl_71,P179,Asiga Max 2Printer,dental 3d printer,6/9/2023,6,Gurugram,6,5,6/9/2023
S6C3Q2,Cl_80,P103,Trios 4 IntraoralScanner,intraoral scanner,2/25/2025,6,Kolhapur,6,1,2/25/2025
B6V7Y1,Cl_67,P207,COMPOSITE FILLING INSTRUMENTS T.C.GOLD,dental instruments,7/14/2024,2,Raipur,5,5,7/14/2024
Z7W1M6,Cl_47,P182,GLB 120M Metal 3D Printer,dental 3d printer,12/10/2024,8,Pune,6,0,12/10/2024
I1P8E7,Cl_74,P191,Inbuilt ScalerV3,ultrasonic scalers,8/6/2025,10,Palakkad,10,12,8/6/2025
F5J2A4,Cl_27,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,3/2/2024,4,Rohini,5,6,3/2/2024
J9T9E5,Cl_74,P22,"Dynamic Compressor
Suction DAS001",dental compressors,4/30/2025,3,Palakkad,6,10,4/30/2025
F1L9E0,Cl_98,P15,Melag Vacuclave 550 Autoclave,dental autoclaves,11/22/2023,3,Noida,6,9,11/22/2023
O1V5S7,Cl_65,P72,Tealth 20:1 LED Surgical Contra Angle Low Speed Handpiece,dental handpeice,8/9/2024,5,Erode,7,72,8/9/2024
